"SITE_ID","SITE_NAME","DATA_SOURCE","DATA_USE","LOCATION_LAT","LOCATION_LONG","ELEV_M","IGBP","PET_sum","PPT_sum","TC_aridity"
"US-Si1","Staten Island Fallow","AmeriFlux","Legacy",38.1747,-121.5047,-3.8,"CRO",1316.1,411.1,0.31236228250133
"US-Si2","Staten Island Flooded","AmeriFlux","Legacy",38.1758,-121.5167,-3.8,"CRO",1316.1,411.1,0.31236228250133
"US-SJ1","San Joaquin (Freshwater Marsh Tower 1)","AmeriFlux","Legacy",33.6623,-117.8514,3,"WET",1345,310.5,0.230855018587361
"US-SJ2","San Joaquin (Freshwater Marsh Tower 2)","AmeriFlux","Legacy",33.6596,-117.855,3,"WET",1345,310.5,0.230855018587361
"US-Skr","Shark River Slough (Tower SRS-6)  Everglades","AmeriFlux","Legacy",25.3629,-81.0776,0,"EBF",1520.9,1277.9,0.840226181866
"US-Slt","Silas Little- New Jersey","AmeriFlux","CC-BY-4.0",39.9138,-74.596,30,"DBF",980.9,1165.8,1.18850035681517
"US-SM1","Texas SmartFarm Project","AmeriFlux","Legacy",36.3934,-100.9537,897,"CRO",1539.9,506.7,0.329047340736411
"US-Snd","Sherman Island","AmeriFlux","CC-BY-4.0",38.0366,-121.754,-5,"GRA",1341.1,346.8,0.258593691745582
"US-Sne","Sherman Island Restored Wetland","AmeriFlux","CC-BY-4.0",38.0369,-121.7547,-5,"GRA",1341.1,346.8,0.258593691745582
"US-Snf","Sherman Barn","AmeriFlux","CC-BY-4.0",38.0402,-121.7272,-4,"GRA",1333.6,342.6,0.256898620275945
"US-SO2","Sky Oaks- Old Stand","AmeriFlux","Legacy",33.3738,-116.6228,1394,"CSH",1492.2,554.9,0.371867041951481
"US-SO3","Sky Oaks- Young Stand","AmeriFlux","Legacy",33.3771,-116.6226,1429,"CSH",1527.1,569.7,0.373060048457861
"US-SO4","Sky Oaks- New Stand","AmeriFlux","Legacy",33.3845,-116.6406,1429,"CSH",1512.8,537.2,0.355103120042306
"US-SP1","Slashpine-Austin Cary- 65yrs nat regen","AmeriFlux","CC-BY-4.0",29.7381,-82.2188,50,"ENF",1300.4,1296.7,0.997154721624116
"US-SP2","Slashpine-Mize-clearcut-3yr,regen","AmeriFlux","CC-BY-4.0",29.7648,-82.2448,50,"ENF",1298.6,1300.5,1.0014631141229
"US-SP3","Slashpine-Donaldson-mid-rot- 12yrs","AmeriFlux","CC-BY-4.0",29.7548,-82.1633,50,"ENF",1302.1,1293.3,0.993241686506413
"US-SP4","Slashpine-Rayonier-mid-rot- 12yrs","AmeriFlux","CC-BY-4.0",29.8028,-82.2031,47,"ENF",1300.1,1300.1,1
"US-SRC","Santa Rita Creosote","AmeriFlux","CC-BY-4.0",31.9083,-110.8395,950,"OSH",1795.3,381.5,0.212499303737537
"US-SRG","Santa Rita Grassland","AmeriFlux","CC-BY-4.0",31.7894,-110.8277,1291,"GRA",1658.9,547.5,0.330037976972693
"US-SRM","Santa Rita Mesquite","AmeriFlux","CC-BY-4.0",31.8214,-110.8661,1120,"WSA",1754.2,457.9,0.261030669250941
"US-Srr","Suisun marsh - Rush Ranch","AmeriFlux","CC-BY-4.0",38.2006,-122.0264,8,"WET",1336.5,543,0.40628507295174
"US-SRS","Santa Rita Savanna","AmeriFlux","CC-BY-4.0",31.8173,-110.8508,1169,"WSA",1754.2,457.9,0.261030669250941
"US-SSH","Susquehanna Shale Hills Critical Zone Observatory","AmeriFlux","CC-BY-4.0",40.6658,-77.9041,310,"DBF",832.3,990,1.18947494893668
"US-Sta","Saratoga","AmeriFlux","Legacy",41.3966,-106.8024,2069,"OSH",952.5,295,0.309711286089239
"US-StJ","St Jones Reserve","AmeriFlux","CC-BY-4.0",39.0882,-75.4372,6.7,"WET",1053.8,1130,1.07230973619283
"US-StS","Strawberry Swamp","AmeriFlux","CC-BY-4.0",33.3302,-79.2492,0,"WET",1346.1,1333.9,0.990936780328356
"US-SuM","Maui Sugarcane Middle","AmeriFlux","CC-BY-4.0",20.7981,-156.454,21,"CRO",1681,784.8,0.46686496133254
"US-SuS","Maui Sugarcane Lee/Sheltered","AmeriFlux","CC-BY-4.0",20.7847,-156.4039,203,"CRO",1553.8,1025.1,0.659737417943107
"US-SuW","Maui Sugarcane Windy","AmeriFlux","CC-BY-4.0",20.8246,-156.4913,44,"CRO",1727.5,850.6,0.492387843704776
"US-Syv","Sylvania Wilderness Area","AmeriFlux","CC-BY-4.0",46.242,-89.3477,540,"MF",636.7,823.6,1.29354484058426
"US-SZ1","St. John, WA On-farm site Zone 1","AmeriFlux","Legacy",47.1245,-117.5306,657,"CRO",948.2,436.6,0.460451381565071
"US-SZ2","St. John, WA On-farm site Zone 2","AmeriFlux","Legacy",47.1226,-117.5271,664,"CRO",948.2,436.6,0.460451381565071
"US-SZ3","St. John, WA On-farm site Zone 3","AmeriFlux","Legacy",47.1261,-117.5267,687,"CRO",935.9,438.8,0.468853509990384
"US-TCS","Tall Cypress Swamp","AmeriFlux","CC-BY-4.0",25.8221,-81.1017,1.2,"WET",1506.7,1348.9,0.89526780380965
"US-TFF","Thompson Farm Forest","AmeriFlux","Legacy",43.1084,-70.9523,23.3,"MF",812.9,1106.7,1.36142206913519
"US-Ton","Tonzi Ranch","AmeriFlux","CC-BY-4.0",38.4309,-120.966,177,"WSA",1406.4,628.2,0.446672354948805
"US-TrB","Trout Bog","AmeriFlux","CC-BY-4.0",46.0412,-89.6862,499,"WAT",639.9,807.2,1.26144710110955
"US-TrS","Trout Lake Area South Sparkling Bog","AmeriFlux","CC-BY-4.0",46.0034,-89.7053,495,"WAT",639.9,807.2,1.26144710110955
"US-Tur","Turner Ranch","AmeriFlux","CC-BY-4.0",45.5571,-111.2286,1530,"GRA",925.5,490.3,0.529767693138844
"US-Tw1","Twitchell Wetland West Pond","AmeriFlux","CC-BY-4.0",38.1074,-121.6469,-5,"WET",1312.7,377.1,0.287270511160204
"US-Tw2","Twitchell Corn","AmeriFlux","CC-BY-4.0",38.0969,-121.6365,-5,"CRO",1312.7,377.1,0.287270511160204
"US-Tw3","Twitchell Alfalfa","AmeriFlux","CC-BY-4.0",38.1152,-121.6469,-4,"CRO",1312.7,377.1,0.287270511160204
"US-Tw4","Twitchell East End Wetland","AmeriFlux","CC-BY-4.0",38.1027,-121.6413,-5,"WET",1312.7,377.1,0.287270511160204
"US-Tw5","East Pond Wetland","AmeriFlux","CC-BY-4.0",38.1072,-121.6426,-5,"WET",1312.7,377.1,0.287270511160204
"US-Twt","Twitchell Island","AmeriFlux","CC-BY-4.0",38.1087,-121.6531,-7,"CRO",1312.7,377.1,0.287270511160204
"US-Tx1","Stiles Farm Prairie","AmeriFlux","Legacy",30.6176,-97.2938,157,"GRA",1478,876.5,0.593031123139378
"US-Tx2","Riesel Farm Native Prairie","AmeriFlux","Legacy",31.4802,-96.8827,162,"GRA",1468.8,915.9,0.623570261437909
"US-Tx3","Riesel Farm Aspirational Agriculture","AmeriFlux","Legacy",31.4777,-96.8883,167,"CRO",1468.8,915.9,0.623570261437909
"US-Tx4","Riesel Farm Traditional Agriculture","AmeriFlux","Legacy",31.4693,-96.8865,173,"CRO",1468.8,915.9,0.623570261437909
"US-Tx5","Texas A&M University Farm","AmeriFlux","Legacy",30.5328,-96.4252,68,"CVM",1404.9,1012.2,0.720478325859492
"US-Tx6","La Copita Grassland - Savanna","AmeriFlux","Legacy",27.6666,-98.2089,82,"GRA",1610.3,609.1,0.378252499534248
"US-Tx7","La Copita Shrubland - Savanna","AmeriFlux","Legacy",27.665,-98.2007,82,"CSH",1610.4,615.2,0.382016890213612
"US-Tx8","Danciger Lowland Hardwood Forest","AmeriFlux","Legacy",29.1659,-95.829,16,"DBF",1342.4,1214.5,0.904722884386174
"US-Tx9","Sargent Unit Salt Marsh","AmeriFlux","Legacy",28.7805,-95.6144,0,"WET",1446.1,1231.2,0.851393402945854
"US-Uaf","University of Alaska, Fairbanks","AmeriFlux","CC-BY-4.0",64.8663,-147.8555,155,"ENF",433.1,293.5,0.677672592934657
"US-UC1","LTAR UCB (Upper Chesapeake Bay) EC1","AmeriFlux","CC-BY-4.0",40.7536,-78.0056,390,"CVM",807.3,1012.1,1.25368512325034
"US-UC2","LTAR UCB (Upper Chesapeake Bay) EC2","AmeriFlux","CC-BY-4.0",40.7559,-77.9998,396,"CVM",807.1,1011.1,1.25275678354603
"US-UiA","University of Illinois Switchgrass","AmeriFlux","CC-BY-4.0",40.0646,-88.1961,224,"CRO",935.1,1035.9,1.10779595765159
"US-UiB","University of Illinois Miscanthus","AmeriFlux","CC-BY-4.0",40.0628,-88.1984,224,"CRO",935.1,1035.9,1.10779595765159
"US-UiC","University of Illinois Maize-Soy","AmeriFlux","CC-BY-4.0",40.0647,-88.1983,224,"GRA",935.1,1035.9,1.10779595765159
"US-UiD","University of Illinois Restored Native Prairie","AmeriFlux","CC-BY-4.0",40.0646,-88.1985,224,"GRA",935.1,1035.9,1.10779595765159
"US-UiE","University of Illinois Sorghum-Soy","AmeriFlux","CC-BY-4.0",40.0629,-88.2033,217,"CRO",935.1,1035.9,1.10779595765159
"US-UiF","University of Illinois Miscanthus 2","AmeriFlux","CC-BY-4.0",40.0665,-88.2015,220,"CRO",935.1,1035.9,1.10779595765159
"US-UiG","University of Illinois Maize-Soy 2","AmeriFlux","CC-BY-4.0",40.0629,-88.2009,220,"CRO",935.1,1035.9,1.10779595765159
"US-ULM","ULM Flux Tower","AmeriFlux","Legacy",32.457,-91.9743,20,"DBF",1229.4,1343.3,1.09264681958679
"US-UM3","Douglas Lake","AmeriFlux","CC-BY-4.0",45.5686,-84.6707,234,"WAT",710,797.7,1.12352112676056
"US-UMB","Univ. of Mich. Biological Station","AmeriFlux","CC-BY-4.0",45.5598,-84.7138,234,"DBF",708.4,810.4,1.14398644833427
"US-UMd","UMBS Disturbance","AmeriFlux","CC-BY-4.0",45.5625,-84.6975,239,"DBF",710,797.7,1.12352112676056
"US-Upa","Upad","AmeriFlux","Legacy",70.2815,-148.8848,5,"WET",188.1,153.8,0.817650186071239
"US-UTB","UFLUX Bonneville Salt Flats","AmeriFlux","CC-BY-4.0",40.7848,-113.8299,1287,"BSV",1242.2,153.2,0.12332957655772
"US-UTM","UFLUX Matheson","AmeriFlux","CC-BY-4.0",38.5879,-109.5775,1207,"WET",1331.9,238.9,0.179367820406937
"US-UTN","UFLUX Nephi","AmeriFlux","CC-BY-4.0",39.6896,-111.8814,1529,"CRO",1228.8,349.4,0.284342447916667
"US-UTW","UFLUX Wellington","AmeriFlux","CC-BY-4.0",39.4453,-110.7288,1682,"CRO",1167.7,230.2,0.197139676286717
"US-Var","Vaira Ranch- Ione","AmeriFlux","CC-BY-4.0",38.4133,-120.9508,129,"GRA",1407.9,645.4,0.458413239576674
"US-Vcm","Valles Caldera Mixed Conifer","AmeriFlux","CC-BY-4.0",35.8884,-106.5321,3030,"ENF",836.9,708.3,0.846337674752061
"US-Vcp","Valles Caldera Ponderosa Pine","AmeriFlux","CC-BY-4.0",35.8642,-106.5967,2500,"ENF",962.6,602.1,0.625493455225431
"US-Vcs","Valles Caldera Sulphur Springs Mixed Conifer","AmeriFlux","CC-BY-4.0",35.9193,-106.6142,2752,"ENF",858.2,677.8,0.789792589140061
"US-VFP","Virginia Coast Reserve Fowling Point","AmeriFlux","Legacy",37.4111,-75.8333,1,"WET",1130.3,1031.4,0.912501105901088
"US-WBW","Walker Branch Watershed","AmeriFlux","Legacy",35.9588,-84.2874,283,"DBF",995.6,1190.4,1.19566090799518
"US-WCr","Willow Creek","AmeriFlux","CC-BY-4.0",45.8059,-90.0799,520,"DBF",634.4,815.5,1.28546658259773
"US-Wdn","Walden","AmeriFlux","Legacy",40.7838,-106.2618,2469,"OSH",856.4,852.4,0.995329285380663
"US-WEP","West Edge Parking Lot","AmeriFlux","Legacy",43.1421,-70.9543,27,"URB",815.5,1115,1.36725935009197
"US-Wgr","Willamette Grass","AmeriFlux","Legacy",45.1129,-122.656,52,"CRO",907.4,1177.9,1.29810447432224
"US-Whs","Walnut Gulch Lucky Hills Shrub","AmeriFlux","CC-BY-4.0",31.7438,-110.0522,1370,"OSH",1751,352.2,0.201142204454597
"US-Wi0","Young red pine (YRP)","AmeriFlux","CC-BY-4.0",46.6188,-91.0814,349,"ENF",661.3,785.2,1.18735823378194
"US-Wi1","Intermediate hardwood (IHW)","AmeriFlux","CC-BY-4.0",46.7305,-91.2329,352,"DBF",656.3,781.6,1.19091878714003
"US-Wi2","Intermediate red pine (IRP)","AmeriFlux","CC-BY-4.0",46.6869,-91.1528,395,"ENF",648.6,799.1,1.23203823620105
"US-Wi3","Mature hardwood (MHW)","AmeriFlux","CC-BY-4.0",46.6347,-91.0987,411,"DBF",650.9,795.6,1.22230757412813
"US-Wi4","Mature red pine (MRP)","AmeriFlux","CC-BY-4.0",46.7393,-91.1663,352,"ENF",647.9,786.7,1.21423059114061
"US-Wi5","Mixed young jack pine (MYJP)","AmeriFlux","CC-BY-4.0",46.6531,-91.0858,353,"ENF",650.9,795.6,1.22230757412813
"US-Wi6","Pine barrens #1 (PB1)","AmeriFlux","CC-BY-4.0",46.6249,-91.2982,371,"OSH",665.6,791.9,1.18975360576923
"US-Wi7","Red pine clearcut (RPCC)","AmeriFlux","CC-BY-4.0",46.6491,-91.0693,335,"OSH",655.5,790.3,1.20564454614798
"US-Wi8","Young hardwood clearcut (YHW)","AmeriFlux","CC-BY-4.0",46.7223,-91.2524,348,"DBF",658.4,779.9,1.1845382746051
"US-Wi9","Young Jack pine (YJP)","AmeriFlux","CC-BY-4.0",46.7385,-91.0746,350,"ENF",652.8,794,1.21629901960784
"US-Wjs","Willard Juniper Savannah","AmeriFlux","CC-BY-4.0",34.4255,-105.8615,1931,"SAV",1462.2,341.7,0.233688961838326
"US-Wkg","Walnut Gulch Kendall Grasslands","AmeriFlux","CC-BY-4.0",31.7365,-109.9419,1531,"GRA",1744.3,401.1,0.229948976666858
"US-Wlr","Walnut River Watershed (Smileyburg)","AmeriFlux","CC-BY-4.0",37.5208,-96.855,408,"GRA",1278.7,907.1,0.709392351607101
"US-Wpp","Willamette Poplar","AmeriFlux","Legacy",44.1369,-123.1824,111,"DBF",950.8,1256.3,1.32130837189735
"US-WPT","Winous Point North Marsh","AmeriFlux","CC-BY-4.0",41.4646,-82.9962,175,"WET",875.6,902,1.03015075376884
"US-Wrc","Wind River Crane Site","AmeriFlux","CC-BY-4.0",45.8205,-121.9519,371,"ENF",858,1932.5,2.252331002331
"US-Wwt","Willamette Wheat","AmeriFlux","Legacy",45.1089,-122.6664,52,"CRO",907.4,1177.9,1.29810447432224
"US-xAB","NEON Abby Road (ABBY)","AmeriFlux","CC-BY-4.0",45.7624,-122.3303,363,"ENF",836.3,2319.7,2.77376539519311
"US-xAE","NEON Klemme Range Research Station (OAES)","AmeriFlux","CC-BY-4.0",35.4106,-99.0588,516,"GRA",1522.1,720.4,0.47329347611852
"US-xBA","NEON Barrow Environmental Observatory (BARR)","AmeriFlux","CC-BY-4.0",71.2824,-156.6194,6,"WET",136.7,118,0.863204096561814
"US-xBL","NEON Blandy Experimental Farm (BLAN)","AmeriFlux","CC-BY-4.0",39.0603,-78.0716,183,"DBF",959.5,981.2,1.02261594580511
"US-xBN","NEON Caribou Creek - Poker Flats Watershed (BONA)","AmeriFlux","CC-BY-4.0",65.154,-147.5026,263,"ENF",404.9,323.2,0.798221783156335
"US-xBR","NEON Bartlett Experimental Forest (BART)","AmeriFlux","CC-BY-4.0",44.0639,-71.2873,232,"DBF",658.2,1267,1.92494682467335
"US-xCL","NEON LBJ National Grassland (CLBJ)","AmeriFlux","CC-BY-4.0",33.4012,-97.57,259,"GRA",1488.6,876.4,0.588741099019213
"US-xCP","NEON Central Plains Experimental Range (CPER)","AmeriFlux","CC-BY-4.0",40.8155,-104.7456,1654,"GRA",1185.8,373.4,0.314892899308484
"US-xDC","NEON Dakota Coteau Field School (DCFS)","AmeriFlux","CC-BY-4.0",47.1617,-99.1066,559,"GRA",837.1,457.7,0.546768605901326
"US-xDJ","NEON Delta Junction (DEJU)","AmeriFlux","CC-BY-4.0",63.8811,-145.7514,529,"ENF",408.2,290.2,0.710926016658501
"US-xDL","NEON Dead Lake (DELA)","AmeriFlux","CC-BY-4.0",32.5417,-87.8039,22,"MF",1217.4,1354.1,1.11228848365369
"US-xDS","NEON Disney Wilderness Preserve (DSNY)","AmeriFlux","CC-BY-4.0",28.125,-81.4362,15,"CVM",1431.6,1231.1,0.859946912545404
"US-xGR","NEON Great Smoky Mountains National Park, Twin Creeks (GRSM)","AmeriFlux","CC-BY-4.0",35.689,-83.5019,579,"DBF",989.8,1333,1.34673671448778
"US-xHA","NEON Harvard Forest (HARV)","AmeriFlux","CC-BY-4.0",42.5369,-72.1727,351,"DBF",697.1,1119.1,1.60536508391909
"US-xHE","NEON Healy (HEAL)","AmeriFlux","CC-BY-4.0",63.8757,-149.2133,705,"OSH",370.7,416.8,1.12435932020502
"US-xJE","NEON Jones Ecological Research Center (JERC)","AmeriFlux","CC-BY-4.0",31.1948,-84.4686,44,"ENF",1294.5,1299.9,1.00417149478563
"US-xJR","NEON Jornada LTER (JORN)","AmeriFlux","CC-BY-4.0",32.5907,-106.8425,1329,"OSH",1713.4,271.6,0.158515232870316
"US-xKA","NEON Konza Prairie Biological Station - Relocatable (KONA)","AmeriFlux","CC-BY-4.0",39.1104,-96.6129,1329,"GRA",1157.3,905.2,0.782165384947723
"US-xKZ","NEON Konza Prairie Biological Station (KONZ)","AmeriFlux","CC-BY-4.0",39.1008,-96.5631,381,"GRA",1149.3,909.1,0.791003219350909
"US-xLE","NEON Lenoir Landing (LENO)","AmeriFlux","CC-BY-4.0",31.8539,-88.1612,20,"DBF",1226.2,1468.1,1.19727613766107
"US-xMB","NEON Moab (MOAB)","AmeriFlux","CC-BY-4.0",38.2483,-109.3883,1767,"OSH",1231.8,310.8,0.252313687286897
"US-xML","NEON Mountain Lake Biological Station (MLBS)","AmeriFlux","CC-BY-4.0",37.3783,-80.5248,1126,"DBF",828.9,1115.6,1.34588008203643
"US-xNG","NEON Northern Great Plains Research Laboratory (NOGP)","AmeriFlux","CC-BY-4.0",46.7697,-100.9154,578,"GRA",901.4,432.4,0.479698247171067
"US-xNQ","NEON Onaqui-Ault (ONAQ)","AmeriFlux","CC-BY-4.0",40.1776,-112.4524,1685,"OSH",1208.3,295.6,0.244641231482248
"US-xNW","NEON Niwot Ridge Mountain Research Station (NIWO)","AmeriFlux","CC-BY-4.0",40.0543,-105.5824,3513,"ENF",658.2,629.9,0.957003950167122
"US-xPU","NEON Pu'u Maka'ala Natural Area Reserve (PUUM)","AmeriFlux","CC-BY-4.0",19.5531,-155.3173,1685,"EBF",1018.9,2092.9,2.05407792717637
"US-xRM","NEON Rocky Mountain National Park, CASTNET (RMNP)","AmeriFlux","CC-BY-4.0",40.2759,-105.5459,2743,"ENF",720.8,554,0.768590455049944
"US-xRN","NEON Oak Ridge National Lab (ORNL)","AmeriFlux","CC-BY-4.0",35.9641,-84.2826,334,"DBF",995.6,1190.4,1.19566090799518
"US-xSB","NEON Ordway-Swisher Biological Station (OSBS)","AmeriFlux","CC-BY-4.0",29.6893,-81.9934,45,"ENF",1317.4,1279,0.970851677546683
"US-xSC","NEON Smithsonian Conservation Biology Institute (SCBI)","AmeriFlux","CC-BY-4.0",38.8929,-78.1395,361,"DBF",935.2,1014.7,1.08500855431993
"US-xSE","NEON Smithsonian Environmental Research Center (SERC)","AmeriFlux","CC-BY-4.0",38.8901,-76.56,15,"DBF",1084.9,1098.2,1.0122591943958
"US-xSJ","NEON San Joaquin Experimental Range (SJER)","AmeriFlux","CC-BY-4.0",37.1088,-119.7323,368,"SAV",1564.6,549.3,0.351080148280711
"US-xSL","NEON North Sterling, CO (STER)","AmeriFlux","CC-BY-4.0",40.4619,-103.0293,1364,"CRO",1215.1,439.8,0.361945518887334
"US-xSP","NEON Soaproot Saddle (SOAP)","AmeriFlux","CC-BY-4.0",37.0334,-119.2622,1160,"ENF",1494.7,852.5,0.570348564929417
"US-xSR","NEON Santa Rita Experimental Range (SRER)","AmeriFlux","CC-BY-4.0",31.9107,-110.8355,983,"OSH",1795.3,381.5,0.212499303737537
"US-xST","NEON Steigerwaldt Land Services (STEI)","AmeriFlux","CC-BY-4.0",45.5089,-89.5864,481,"DBF",655.7,799.1,1.21869757511057
"US-xTA","NEON Talladega National Forest (TALL)","AmeriFlux","CC-BY-4.0",32.9505,-87.3933,135,"ENF",1188.2,1405.3,1.18271334792123
"US-xTE","NEON Lower Teakettle (TEAK)","AmeriFlux","CC-BY-4.0",37.0058,-119.006,2147,"ENF",1070.4,841.4,0.786061285500747
"US-xTL","NEON Toolik (TOOL)","AmeriFlux","CC-BY-4.0",68.6611,-149.3705,843,"WET",281.4,196.4,0.697938877043355
"US-xTR","NEON Treehaven (TREE)","AmeriFlux","CC-BY-4.0",45.4937,-89.5857,472,"DBF",660.3,799.1,1.21020748144783
"US-xUK","NEON The University of Kansas Field Station (UKFS)","AmeriFlux","CC-BY-4.0",39.0404,-95.1921,335,"DBF",1125.2,1015.8,0.902772840383932
"US-xUN","NEON University of Notre Dame Environmental Research Center (UNDE)","AmeriFlux","CC-BY-4.0",46.2339,-89.5373,518,"MF",637.6,831,1.30332496863237
"US-xWD","NEON Woodworth (WOOD)","AmeriFlux","CC-BY-4.0",47.1282,-99.2414,579,"GRA",835.5,441.6,0.528545780969479
"US-xWR","NEON Wind River Experimental Forest (WREF)","AmeriFlux","CC-BY-4.0",45.8205,-121.9519,407,"ENF",858,1932.5,2.252331002331
"US-xYE","NEON Yellowstone Northern Range (Frog Rock) (YELL)","AmeriFlux","CC-BY-4.0",44.9535,-110.5391,2116,"ENF",717.4,571.9,0.797184276554224
"US-YK1","Yukon-Kuskokwim Delta, Izaviknek-Kingaglia uplands, Burned 2015","AmeriFlux","CC-BY-4.0",61.2723,-163.2228,15,"WET",329,587,1.78419452887538
"US-YK2","Yukon-Kuskokwim Delta, Izaviknek-Kingaglia uplands, Unburned","AmeriFlux","CC-BY-4.0",61.2548,-163.259,15,"WET",326.8,592.8,1.81395348837209
"US-Ylw","Yellow Cab urban","AmeriFlux","Legacy",29.7894,-95.3536,14,"URB",1391.6,1244.9,0.894581776372521
"CA-Ca1","British Columbia - 1949 Douglas-fir stand","ONEFlux","CC-BY-4.0",49.8673,-125.3336,300,"ENF",649.2,1690,2.60320394331485
"CA-Ca2","British Columbia - Clearcut Douglas-fir stand (harvested winter 1999/2000)","ONEFlux","CC-BY-4.0",49.8705,-125.2909,300,"ENF",696.1,1584.1,2.27567878178423
"CA-Ca3","British Columbia - Pole sapling Douglas-fir stand","ONEFlux","CC-BY-4.0",49.5346,-124.9004,NA,"ENF",696.7,1571.8,2.25606430314339
"CA-Cbo","Ontario - Mixed Deciduous, Borden Forest Site","ONEFlux","CC-BY-4.0",44.3167,-79.9333,120,"DBF",689.7,884.5,1.28244164129332
"CA-Gro","Ontario - Groundhog River, Boreal Mixedwood Forest","ONEFlux","CC-BY-4.0",48.2167,-82.1556,340,"MF",551.3,741.7,1.34536549972792
"CA-NS1","UCI-1850 burn site","ONEFlux","CC-BY-4.0",55.8792,-98.4839,260,"ENF",491.4,520.6,1.05942205942206
"CA-NS2","UCI-1930 burn site","ONEFlux","CC-BY-4.0",55.9058,-98.5247,260,"ENF",491.8,522.3,1.06201708011387
"CA-NS3","UCI-1964 burn site","ONEFlux","CC-BY-4.0",55.9117,-98.3822,260,"ENF",489.4,525.2,1.07315079689416
"CA-NS5","UCI-1981 burn site","ONEFlux","CC-BY-4.0",55.8631,-98.485,260,"ENF",497,526.1,1.05855130784708
"CA-NS6","UCI-1989 burn site","ONEFlux","CC-BY-4.0",55.9167,-98.9644,244,"OSH",504.4,519.9,1.03072957969865
"CA-Qc2","Quebec - 1975 Harvested Black Spruce (HBS75)","ONEFlux","CC-BY-4.0",49.7598,-74.5711,NA,"MF",472.4,952.8,2.01693480101609
"CA-Qfo","Quebec - Eastern Boreal, Mature Black Spruce","ONEFlux","CC-BY-4.0",49.6925,-74.3421,382,"ENF",471.2,968.5,2.05539049235993
"CA-SF2","Saskatchewan - Western Boreal, forest burned in 1989","ONEFlux","CC-BY-4.0",54.2539,-105.8775,520,"ENF",580.3,495.4,0.853696363949681
"CA-SJ2","Saskatchewan - Western Boreal, Jack Pine forest harvested in 2002","ONEFlux","CC-BY-4.0",53.945,-104.649,580,"ENF",570.5,485.7,0.851358457493427
"CA-TP4","Ontario - Turkey Point 1939 Plantation White Pine","ONEFlux","CC-BY-4.0",42.7102,-80.3574,184,"ENF",737,980.1,1.32985074626866
"CA-WP1","Alberta - Western Peatland - LaBiche River,Black Spruce/Larch Fen","ONEFlux","CC-BY-4.0",54.9538,-112.467,540,"WET",614.7,466.9,0.759557507727347
"CA-WP2","Alberta - Western Peatland - Poor Fen (Sphagnum moss)","ONEFlux","CC-BY-4.0",55.5375,-112.3343,NA,"WET",571.1,479.8,0.840133076518998
"CA-WP3","Alberta - Western Peatland - Rich Fen  (Carex)","ONEFlux","CC-BY-4.0",54.47,-113.32,NA,"WET",598.6,477.9,0.798362846642165
"US-AR1","ARM USDA UNL OSU Woodward Switchgrass 1","ONEFlux","CC-BY-4.0",36.4267,-99.42,611,"GRA",1497.9,586.7,0.391681687696108
"US-AR2","ARM USDA UNL OSU Woodward Switchgrass 2","ONEFlux","CC-BY-4.0",36.6358,-99.5975,646,"GRA",1500,599.3,0.399533333333333
"US-ARb","ARM Southern Great Plains burn site- Lamont","ONEFlux","CC-BY-4.0",35.5497,-98.0402,424,"GRA",1431.5,827.2,0.577855396437304
"US-ARc","ARM Southern Great Plains control site- Lamont","ONEFlux","CC-BY-4.0",35.5465,-98.04,424,"GRA",1431.5,827.2,0.577855396437304
"US-ARM","ARM Southern Great Plains site- Lamont","ONEFlux","CC-BY-4.0",36.6058,-97.4888,314,"CRO",1368.5,885.3,0.646912678114724
"US-Bar","Bartlett Experimental Forest","ONEFlux","CC-BY-4.0",44.0646,-71.2881,272,"DBF",658.2,1267,1.92494682467335
"US-Bi1","Bouldin Island Alfalfa","ONEFlux","CC-BY-4.0",38.0992,-121.4993,-2.7,"CRO",1315.2,392.8,0.298661800486618
"US-Bi2","Bouldin Island corn","ONEFlux","CC-BY-4.0",38.1091,-121.5351,-5,"CRO",1315.1,386.1,0.293589841076724
"US-CRT","Curtice Walter-Berger cropland","ONEFlux","CC-BY-4.0",41.6285,-83.3471,180,"CRO",866.1,872.4,1.00727398683755
"US-Dk1","Duke Forest-open field","ONEFlux","CC-BY-4.0",35.9712,-79.0934,168,"GRA",1102.7,1156.4,1.0486986487712
"US-Dk2","Duke Forest-hardwoods","ONEFlux","CC-BY-4.0",35.9736,-79.1004,168,"DBF",1102.7,1156.4,1.0486986487712
"US-Dk3","Duke Forest - loblolly pine","ONEFlux","CC-BY-4.0",35.9782,-79.0942,163,"ENF",1102.7,1156.4,1.0486986487712
"US-Fmf","Flagstaff - Managed Forest","ONEFlux","CC-BY-4.0",35.1426,-111.7273,2160,"ENF",1142.4,547.9,0.479604341736695
"US-FR2","Freeman Ranch- Mesquite Juniper","ONEFlux","CC-BY-4.0",29.9495,-97.9962,271.9,"WSA",1486.1,858.3,0.577551981697059
"US-Fuf","Flagstaff - Unmanaged Forest","ONEFlux","CC-BY-4.0",35.089,-111.762,2180,"ENF",1134.2,566.3,0.499294657026979
"US-Ho1","Howland Forest (main tower)","ONEFlux","CC-BY-4.0",45.2041,-68.7402,60,"ENF",666,1091,1.63813813813814
"US-KFS","Kansas Field Station","ONEFlux","CC-BY-4.0",39.0561,-95.1907,310,"GRA",1117.8,1013.4,0.906602254428342
